# Timestamp KF, Num CovKFs, Num KFs, Num RecentMPs, Num MPs, processKF, MPCulling, CreateMP, SearchNeigh, BA, KFCulling, [numFixKF_LBA]
53396940000,3,222,851,18059,21.548623,0.429217,75.985070,0.000108,0.000000,0.000000,0
53500560000,12,223,676,17760,34.362663,0.307989,29.486900,32.386652,19.746047,3.202539,30
53604330000,6,224,684,18032,23.573233,0.536268,82.686737,0.000120,0.000000,0.000000,0
53707910000,17,225,1003,17920,21.004097,0.214587,103.138337,67.618537,23.545552,2.867955,27
53915140000,8,226,1146,18137,20.464901,0.463854,131.968259,51.052966,16.308837,1.616433,33
54122510000,10,227,1282,18444,20.290274,0.523164,145.681320,58.487910,20.368360,1.896273,32
54329880000,18,228,1351,18333,19.744635,0.927089,143.426779,78.856808,128.570940,2.530779,29
54640830000,18,229,1395,18439,19.330073,0.838075,153.242299,86.880403,24.858475,2.902741,30
54951700000,19,230,1523,18589,18.715246,0.779183,138.508261,94.311701,175.566324,2.560753,30
55262650000,20,231,1566,18664,19.222331,0.933920,123.510174,81.781088,219.460400,5.197750,30
55780970000,22,232,1247,18400,22.376632,1.402479,135.181439,103.187847,231.969138,8.277661,29
56299200000,23,233,1184,18332,20.780030,1.025209,139.152306,110.292069,248.872230,52.529439,29
56921000000,24,234,1114,18297,20.629129,1.047615,134.805072,130.733476,195.761381,7.416869,29
57439330000,25,235,1008,18294,21.631806,0.962622,126.760356,133.691903,228.077202,9.014635,29
57957680000,26,236,1012,18337,21.714393,0.855275,123.462491,128.429130,253.585158,11.966004,29
58475980000,27,237,1157,18421,34.429749,3.267751,174.426499,145.586374,226.067239,4.319352,29
58890710000,28,238,1289,18560,53.956921,25.275401,167.531865,114.452542,194.163262,4.824295,29
59305420000,28,239,1221,18587,68.629823,3.164901,159.827289,124.222986,169.207442,5.865012,30
59720500000,27,240,1151,18689,49.421420,7.900391,124.309315,106.926742,280.897087,6.241311,32
60135780000,27,241,920,18581,31.785913,1.428612,83.489590,87.109002,422.027526,8.995567,33
60654780000,23,241,843,18654,37.068759,6.227986,71.470182,74.194815,178.278035,6.846477,37
61069630000,22,242,935,18782,22.928987,0.671781,66.195119,46.133923,173.319567,54.238709,39
61380460000,15,243,1042,18999,24.746491,0.555968,63.174282,43.863024,146.565290,5.628418,47
61587570000,7,244,1113,19101,27.934153,0.791090,59.383019,52.368162,20.236410,5.875699,56
61794550000,6,245,1185,19226,18.818070,0.526444,64.410918,38.508133,106.842385,1.588043,58
62104790000,7,246,1172,19292,20.999881,0.637657,62.203830,38.529207,129.950779,1.536019,58
62311500000,6,247,1070,19305,17.844442,0.655008,59.670410,37.651456,113.768773,1.708473,29
62518230000,7,248,1148,19396,17.178879,0.618548,73.062136,41.215616,81.800425,1.682304,29
62725220000,8,249,1134,19479,16.311511,0.462887,78.220839,29.776729,90.442796,1.784097,29
62932200000,4,250,1056,19857,16.121774,0.530811,100.552193,0.000118,0.000000,0.000000,0
63035810000,2,251,1128,19876,15.458603,0.547434,111.511332,20.275851,0.000000,0.000000,0
63139420000,3,252,1146,20176,14.848451,0.586609,124.494384,0.000137,0.000000,0.000000,0
63242920000,11,253,1299,19907,15.048103,0.466026,81.982414,43.235857,106.143979,2.170340,30
63450150000,12,254,1149,19976,15.129187,0.546247,79.100985,39.628250,28.053036,2.417757,30
63657500000,13,255,1107,20123,15.765096,0.646863,62.318465,45.895477,189.971235,2.323549,30
63864990000,14,256,1199,20280,15.913660,0.571207,74.462778,157.545708,145.780398,4.080397,30
64175970000,13,257,1168,20350,15.955007,0.908565,51.805801,49.818021,144.687996,15.043644,32
64486930000,12,258,1137,20433,14.847081,0.852523,35.614133,51.018508,150.587442,2.424944,7
64694300000,13,259,1111,20434,20.337318,0.678367,53.667245,48.017961,106.751372,2.480209,7
64901640000,12,260,1053,20410,18.592777,0.544029,47.298937,46.219366,119.115641,2.650374,9
65108990000,11,261,1163,20613,17.299881,0.479829,46.069542,51.348820,126.931964,2.639062,10
65316220000,12,262,1115,20683,16.757914,0.568152,44.651651,46.585864,122.420580,2.830363,10
65523620000,8,263,1083,20737,34.265537,0.926850,39.738078,50.330351,96.528313,2.474034,15
65730790000,6,264,995,20682,24.740781,0.446021,40.550712,82.061500,86.273486,2.592478,17
65938040000,7,265,1044,20798,22.520500,0.413208,49.204083,51.152143,130.432590,2.528792,17
66145270000,7,266,1060,20864,20.233386,0.522946,50.744635,64.165462,124.281416,3.069988,18
66352630000,6,267,1045,20957,18.748133,0.526023,45.951450,52.354164,108.231164,3.465337,20
66559860000,6,268,1071,21041,18.272475,0.617932,48.040828,54.089948,127.247950,2.573062,21
66767240000,6,269,1065,21106,23.535047,1.061632,49.830171,48.155988,113.814170,2.223903,22
66974570000,8,270,1162,21246,18.186191,0.534838,52.105978,56.283764,103.093211,2.329637,21
67181930000,8,271,1180,21325,17.406226,0.522020,54.262685,52.513336,111.374814,2.188269,22
67389280000,8,272,1164,21377,16.772753,0.648312,53.329076,54.767735,111.387706,2.239632,23
67596630000,6,273,1129,21436,21.668871,0.555242,48.311289,51.938678,91.342408,2.163265,26
67803900000,2,274,1028,21711,18.783657,0.561500,64.109213,33.727127,0.000000,0.000000,0
67907590000,8,275,977,21498,18.099307,0.442110,55.156623,43.004607,114.723259,2.258981,26
68114970000,9,276,1055,21598,16.778786,0.524924,57.963913,45.767789,99.124593,2.277707,26
68322220000,10,277,1133,21749,16.423461,0.472714,65.378104,48.414167,93.028695,2.164997,26
68529590000,11,278,1131,21810,16.558277,0.549465,63.382175,52.780659,90.268932,1.766940,26
68736910000,12,279,1062,21472,16.309093,0.368535,58.001265,53.978161,113.372490,1.616727,25
68944270000,12,280,1092,21615,15.859008,0.522584,50.994019,51.666577,112.281969,1.714669,25
69151620000,13,281,1083,21663,16.582647,0.705262,42.739843,49.304174,111.820780,1.809355,25
69359000000,14,282,1033,21717,15.774427,0.611134,43.624660,47.153756,124.877454,1.651825,25
69566330000,14,283,1064,21801,30.499550,0.631191,46.579520,48.217497,112.899871,1.598898,27
69773710000,15,284,1040,21845,23.965073,0.517661,41.878604,68.615028,142.726674,2.497391,27
69980930000,15,285,1113,21999,30.776750,2.176738,51.841173,66.047713,34.762047,2.357985,28
